,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,
,,,Distribution,176.8800,0.4000,442.2000,,,,,Distribution,139.3600,0.4300,324.0930,,,,,Distribution,103.5800,0.4700,220.3830,,,,,Distribution,152.7600,0.5400,282.8889,,,,,Distribution,121.2900,0.4900,247.5306,,,,,Distribution,76.6300,0.3300,232.2121,,,,,Distribution,86.2400,0.4100,210.3415,,,,,Distribution,53.3300,0.3000,177.7667,,,,,Distribution,73.8600,0.3400,217.2353,,,,,Distribution,78.6800,0.3900,201.7436,,,,,Distribution,93.8800,0.3600,260.7778,,,,,Distribution,116.1500,0.4700,247.1277,,,,,Distribution,107.3000,0.4400,243.8636,,,,,Distribution,118.5500,0.5100,232.4510,,,,,Distribution,115.0600,0.5400,213.0741,,,,,Distribution,71.0900,0.3800,187.0789,,,,,Distribution,62.5400,0.2600,240.5385,,,,,Distribution,74.0800,0.3600,205.7778,,,,,Distribution,57.3800,0.3400,168.7647,,,,,Distribution,49.0100,0.3000,163.3667,,,,,Distribution,40.2400,0.2500,160.9600,,,,,Distribution,46.3900,0.2600,178.4231,,,,,Distribution,80.9500,0.4500,179.8889,,,,,Distribution,98.2900,0.4900,200.5918,,,,,Distribution,126.7500,0.6100,207.7869,,,,,Distribution,132.30,0.66,200.4545,,,,,Distribution,137.60,0.63,218.4127,,,,,Distribution,87.87,0.45,195.2667,,,,,Distribution,101.26,0.47,215.4468,,,,,Distribution,69.29,0.34,203.7941,,,,,Distribution,88.94,0.46,193.3478,,,,,Distribution,51.8300,0.3000,172.7667,,,,,Distribution,81.9300,0.3400,240.9706,,,,,Distribution,79.6200,0.3600,221.1667,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,,,CATEGORIAS,SAIDI,SAIFI,CAIDI,,,
,,,Transmission_Substation,46.1400,0.3100,148.8387,,,,,Transmission_Substation,35.0200,0.2100,166.7619,,,,,Transmission_Substation,34.4400,0.2600,132.4615,,,,,Transmission_Substation,21.3800,0.1800,118.7778,,,,,Transmission_Substation,35.5800,0.3500,101.6571,,,,,Transmission_Substation,38.4400,0.2400,160.1667,,,,,Transmission_Substation,37.4800,0.2100,178.4762,,,,,Transmission_Substation,14.2300,0.1800,79.0556,,,,,Transmission_Substation,25.5200,0.1600,159.5000,,,,,Transmission_Substation,42.8600,0.2000,214.3000,,,,,Transmission_Substation,25.8000,0.2500,103.2000,,,,,Transmission_Substation,22.7700,0.2100,108.4286,,,,,Transmission_Substation,31.3700,0.2200,142.5909,,,,,Transmission_Substation,23.5600,0.1800,130.8889,,,,,Transmission_Substation,38.2900,0.2600,147.2692,,,,,Transmission_Substation,20.5600,0.2000,102.8000,,,,,Transmission_Substation,9.0400,0.0400,226.0000,,,,,Transmission_Substation,21.0300,0.2000,105.1500,,,,,Transmission_Substation,19.3000,0.1600,120.6250,,,,,Transmission_Substation,14.8800,0.1100,135.2727,,,,,Transmission_Substation,17.0200,0.1100,154.7273,,,,,Transmission_Substation,19.9000,0.1500,132.6667,,,,,Transmission_Substation,45.6300,0.2200,207.4091,,,,,Transmission_Substation,32.2200,0.2500,128.8800,,,,,Transmission_Substation,21.1300,0.2700,78.2593,,,,,Transmission_Substation,34.99,0.33,106.0303,,,,,Transmission_Substation,27.14,0.26,104.3846,,,,,Transmission_Substation,17.07,0.21,81.2857,,,,,Transmission_Substation,19.73,0.21,93.9524,,,,,Transmission_Substation,15.70,0.18,87.2222,,,,,Transmission_Substation,18.04,0.13,138.7692,,,,,Transmission_Substation,11.8500,0.1300,91.1538,,,,,Transmission_Substation,21.3500,0.1600,133.4375,,,,,Transmission_Substation,13.6100,0.1300,104.6923,,,,,Distribution,89.57,0.45,199.0444,,,,,Distribution,125.05,0.56,223.3036,,,,,Distribution,122.49,0.48,255.1875,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transmission_Substation,34.23,0.23,148.8261,,,,,Transmission_Substation,32.03,0.25,128.1200,,,,,Transmission_Substation,34.92,0.28,124.7143,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
